v,23.5553,35.389267,1.325987
v,21.790451,43.320786,1.02705
v,17.030556,50.444294,0.97648
v,9.906084,55.204071,0.942691
v,9.423427,14.311062,1.453786
v,23.596136,35.836639,42.530308
v,21.790453,43.609879,42.438717
v,17.030556,50.736977,42.361294
v,9.906084,55.497734,42.309589
v,9.265619,14.498816,42.754944
v,17.030556,50.961357,74.404785
v,9.906086,55.725212,74.353447
v,9.89704,15.149004,74.911102
v,16.639473,19.348152,76.447281
v,21.93832,27.292849,75.938156
v,17.030558,51.078625,90.969467
v,9.906086,55.842941,90.937386
v,9.90609,15.270864,91.22541
v,17.012077,20.002419,91.112236
v,21.771975,27.124819,91.061668
v,23.46191,35.709503,129.065689
v,21.790459,44.100517,129.005096
v,17.03056,51.252632,128.955658
v,9.906087,56.019058,128.922226
v,9.90609,15.446981,129.210236
v,23.29088,35.504463,146.278397
v,21.604252,43.740967,146.208923
v,16.801191,50.820236,146.155045
v,9.669952,55.55117,146.12146
v,9.478166,15.226671,146.216705
v,22.157354,35.660786,161.95903
v,20.403976,43.256634,161.851318
v,15.410994,49.862209,161.788544
v,8.309505,54.32811,161.756851
v,8.117718,16.221121,161.836349
v,15.411016,20.744818,161.994949
v,20.404051,27.53945,161.961624
v,19.51289,35.447189,178.843292
v,17.548124,41.96228,178.759018
v,12.74507,47.551006,178.734451
v,6.297906,51.531677,178.718719
v,6.303462,19.097401,178.950546
v,12.825605,22.980225,178.922989
v,17.80051,28.702599,178.885986
v,14.681031,35.369541,192.642578
v,4.275819,46.833794,192.59314
v,4.341246,22.652088,192.764114
v,9.176764,25.975824,192.740524
v,13.450635,30.502464,192.708389
v,9.085628,35.105503,203.209122
v,7.51091,37.520645,203.16626
v,5.453483,39.305458,203.172287
v,3.328357,40.605473,203.209579
v,3.513307,25.959068,203.281128
v,6.753214,28.392105,203.263855
v,8.894738,32.033524,203.238007
v,4.906241,33.575115,210.268661
v,4.49193,34.704243,210.260635
v,3.624793,35.609398,210.254211
v,2.652816,36.190781,210.257813
v,1.498902,36.403606,210.282578
v,1.471289,29.814169,210.38353
v,2.689172,30.084705,210.293427
v,3.902672,30.946692,210.287308
v,4.752383,32.270622,210.277908
v,17.030552,50.176823,-36.700924
v,9.906082,54.9366,-36.734711
v,9.890677,14.355793,-36.22583
v,17.015152,19.107239,-37.433666
v,21.791744,26.245255,-37.805035
v,16.594194,50.041183,-56.208725
v,9.539474,54.798111,-56.242493
v,9.539477,14.226036,-55.954475
v,16.59606,18.985817,-55.988262
v,21.355268,26.106384,-56.038811
v,20.966789,34.332539,-90.649345
v,19.273708,42.79081,-90.709335
v,14.553163,49.835163,-90.759521
v,7.824551,54.550934,-90.793045
v,7.824553,14.223289,-90.50676
v,19.501373,35.162624,-107.473206
v,17.729977,43.272903,-107.697975
v,13.004945,49.994751,-107.894157
v,6.739367,54.404938,-107.946198
v,6.800835,16.049631,-107.338264
v,10.069031,50.977547,-122.324051
v,5.670975,54.355881,-119.831985
v,5.346062,21.60503,-126.282654
v,10.182074,25.397087,-126.309578
v,14.493718,31.115065,-126.350143
v,16.084307,42.968826,-159.62175
v,16.848183,47.576847,-164.0961
v,6.437107,50.477135,-159.149628
v,3.378459,61.848297,-161.339447
v,3.094256,30.664967,-158.557007
v,5.63677,33.411221,-159.171112
v,8.707706,37.477909,-159.314575
v,4.984945,46.429508,-194.719086
v,4.342543,48.864197,-194.743729
v,3.466179,50.890469,-192.048935
v,1.882455,61.62466,-194.101166
v,3.551361,41.699974,-191.976181
v,4.788117,43.560371,-192.103958
v,2.297705,101.451645,-183.06076
v,3.060435,100.904823,-186.577591
v,2.494799,100.565994,-205.00209
v,1.664777,100.561394,-214.907822
v,1.496995,111.571274,-208.194153
v,2.293474,113.776772,-199.040817
v,2.724182,113.530006,-201.354675
v,2.445024,113.479279,-213.175919
v,1.875629,113.223587,-223.678207
v,1.667144,113.529457,-220.520401
v,1.666707,113.746063,-208.714432
v,1.687391,111.799835,-226.891769
v,1.774743,113.301529,-225.572983
v,19.993021,45.942596,-147.534698
v,16.990349,45.459953,-185.621384
v,16.277397,47.93652,-185.680801
v,24.565189,44.560051,-152.963287
v,55.081573,48.225952,-197.416824
v,52.042347,47.918381,-180.525162
v,52.238064,45.949169,-180.512451
v,55.277939,46.595951,-197.372925
v,19.335075,22.445444,76.232124
v,22.54406,22.738369,71.839447
v,24.191015,27.223394,67.61026
v,30.385382,31.518118,38.225574
v,30.361517,31.33976,3.239962
v,34.246277,30.298409,-12.340624
v,29.060923,26.387131,-17.977251
v,25.266228,20.446028,-14.157963
v,19.968279,17.159369,2.754751
v,21.260023,17.610476,37.859726
v,18.117302,17.945776,65.383865
v,20.197035,19.84745,70.47644
v,68.692253,30.609566,33.349411
v,68.615227,29.131718,37.020535
v,68.719215,27.226776,37.396286
v,68.853867,25.997631,32.246357
v,68.708626,26.161915,15.917871
v,68.471901,26.079952,-2.782708
v,68.659882,26.43951,-14.00601
v,68.73806,28.521612,-18.135578
v,68.746002,31.355375,-14.604685
v,68.710091,31.899857,-2.952155
v,68.636505,31.827402,14.560991
v,68.629616,31.63846,25.797956
v,68.629616,31.63846,25.797956
v,68.692261,30.609566,33.349411
v,68.636505,31.827402,14.560991
v,68.710091,31.899857,-2.952155
v,68.746002,31.355375,-14.604687
v,68.73806,28.521612,-18.135576
v,68.659882,26.43951,-14.00601
v,68.356155,26.021355,-4.343886
v,68.708626,26.161915,15.917872
v,68.853867,25.997631,32.246361
v,68.719208,27.226776,37.396286
v,68.615227,29.131718,37.020535
v,157.624283,36.264774,-43.839252
v,157.779053,35.62188,-37.159206
v,159.500031,34.777546,-34.877392
v,159.975021,33.694805,-34.842819
v,160.257004,32.791084,-38.956429
v,160.26033,32.885849,-47.84536
v,158.347717,32.685699,-52.839287
v,157.248825,32.865555,-56.952797
v,158.690247,34.201561,-60.996498
v,158.692139,36.120678,-58.493584
v,158.68364,36.619537,-53.847885
v,158.663666,36.497982,-49.172844
v,176.779846,36.917,-60.229984
v,176.781097,36.438904,-55.014019
v,176.785812,35.720448,-51.793674
v,176.79068,34.886639,-51.523781
v,176.791946,34.194477,-54.816608
v,176.789902,34.18943,-60.909088
v,176.787262,34.203598,-64.724594
v,176.789917,34.421124,-67.443329
v,176.792969,35.339764,-69.55072
